127.0.0.1 - - [09/Apr/2019:05:16:39 +0000] "GET /wp-admin/customize.php?return=%2Fwp-admin%2F HTTP/1.0" 200 326260 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:16:39 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets,site-icon&load%5B%5D=,l10n,buttons,customize-controls,customize-widgets,customize-nav-menus,media-views,code-editor,wp-color-picker&ver=5.1.1 HTTP/1.0" 200 446784 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:16:39 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,underscore,wp-a11y,wp-util,jquery-ui-core,jquery-ui-widget,jquery-ui-mouse,jquery-ui-sortable,jquery-&load%5B%5D=ui-draggable,jquery-ui-droppable,backbone,wp-backbone,wp-ajax-response,jquery-color,wp-lists,postbox,nav-menu,shortcode,utils,me&load%5B%5D=dia-models,moxiejs,plupload,wp-plupload&ver=5.1.1 HTTP/1.0" 200 387292 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:16:39 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=editor-buttons&ver=5.1.1 HTTP/1.0" 200 27129 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:16:40 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:16:41 +0000] "GET /?customize_changeset_uuid=a73f65ba-ec09-40ac-81b6-73a71cbbd0c6&customize_theme=understrap&customize_messenger_channel=preview-0 HTTP/1.0" 200 34828 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:16:41 +0000] "GET /wp-content/themes/understrap/js/customizer.js?ver=20130508 HTTP/1.0" 404 15308 "http://pkoutsoukalisme.local/?customize_changeset_uuid=a73f65ba-ec09-40ac-81b6-73a71cbbd0c6&customize_theme=understrap&customize_messenger_channel=preview-0" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:17:26 +0000] "POST /?customize_changeset_uuid=a73f65ba-ec09-40ac-81b6-73a71cbbd0c6&customize_theme=understrap&customize_messenger_channel=preview-1&customize_autosaved=on HTTP/1.0" 200 34866 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:17:26 +0000] "GET /wp-content/themes/understrap/js/customizer.js?ver=20130508 HTTP/1.0" 404 15308 "http://pkoutsoukalisme.local/?customize_changeset_uuid=a73f65ba-ec09-40ac-81b6-73a71cbbd0c6&customize_theme=understrap&customize_messenger_channel=preview-1&customize_autosaved=on" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:17:30 +0000] "POST /?customize_changeset_uuid=a73f65ba-ec09-40ac-81b6-73a71cbbd0c6&customize_theme=understrap&customize_messenger_channel=preview-2&customize_autosaved=on HTTP/1.0" 200 34909 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:17:30 +0000] "GET /wp-content/themes/understrap/js/customizer.js?ver=20130508 HTTP/1.0" 404 15308 "http://pkoutsoukalisme.local/?customize_changeset_uuid=a73f65ba-ec09-40ac-81b6-73a71cbbd0c6&customize_theme=understrap&customize_messenger_channel=preview-2&customize_autosaved=on" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:17:39 +0000] "POST /?customize_changeset_uuid=a73f65ba-ec09-40ac-81b6-73a71cbbd0c6&customize_theme=understrap&customize_messenger_channel=preview-3&customize_autosaved=on HTTP/1.0" 200 30821 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:17:40 +0000] "GET /wp-content/themes/understrap/js/customizer.js?ver=20130508 HTTP/1.0" 404 15308 "http://pkoutsoukalisme.local/?customize_changeset_uuid=a73f65ba-ec09-40ac-81b6-73a71cbbd0c6&customize_theme=understrap&customize_messenger_channel=preview-3&customize_autosaved=on" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:17:40 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:18:26 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 165 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:18:40 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:19:40 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:20:41 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:22:41 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:23:29 +0000] "GET /wp-admin/customize.php?return=%2Fwp-admin%2F HTTP/1.0" 200 326057 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:23:29 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,underscore,wp-a11y,wp-util,jquery-ui-core,jquery-ui-widget,jquery-ui-mouse,jquery-ui-sortable,jquery-&load%5B%5D=ui-draggable,jquery-ui-droppable,backbone,wp-backbone,wp-ajax-response,jquery-color,wp-lists,postbox,nav-menu,shortcode,utils,me&load%5B%5D=dia-models,moxiejs,plupload,wp-plupload&ver=5.1.1 HTTP/1.0" 200 387292 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:23:29 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets,site-icon&load%5B%5D=,l10n,buttons,customize-controls,customize-widgets,customize-nav-menus,media-views,code-editor,wp-color-picker&ver=5.1.1 HTTP/1.0" 200 446784 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:23:29 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=editor-buttons&ver=5.1.1 HTTP/1.0" 200 27129 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:23:30 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:23:30 +0000] "GET /?customize_changeset_uuid=78078674-d1bc-4b72-86a8-dae181cd0faa&customize_theme=understrap&customize_messenger_channel=preview-0 HTTP/1.0" 200 34874 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:23:31 +0000] "GET /wp-content/themes/understrap/js/customizer.js?ver=20130508 HTTP/1.0" 404 15308 "http://pkoutsoukalisme.local/?customize_changeset_uuid=78078674-d1bc-4b72-86a8-dae181cd0faa&customize_theme=understrap&customize_messenger_channel=preview-0" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:05:23:40 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 46 "http://pkoutsoukalisme.local/wp-admin/customize.php?return=%2Fwp-admin%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
